textid	pair	text	label
300	This example is Sports	 NEW YORK (Sports Network) - Hakim Warrick scored 25 points  and Gerry McNamara added 21, as fifth-ranked Syracuse pulled  away late for a 77-62 victory over No. 24 Memphis in the  championship game of the Coaches versus Cancer Classic at  Madison Square Garden.	ENTAILMENT
301	This example is Sports	Philadelphia, PA (Sports Network) - Philadelphia 76ers guard Aaron McKie was activated from the injured list prior to Friday afternoon #39;s contest against the Washington Wizards.	ENTAILMENT
302	This example is Sports	(Sports Network) - The Houston Rockets fell to the Dallas Mavericks in overtime, 113-106, at AmericanAirlines Center on Thursday. Tracy McGrady also had an excellent game, scoring a season-high 48 points on 	ENTAILMENT
303	This example is Sports	Davie, FL (Sports Network) - Miami Dolphins head coach Dave Wannstedt named AJ Feeley as his starting quarterback for next Sunday #39;s game against the Cincinnati Bengals.	ENTAILMENT
304	This example is World	PC World - Desktops, servers affected, but no vulnerabilities deemed critical.	ENTAILMENT
305	This example is Sports	 ALAMEDA, California (Sports Network) - Oakland cornerback  Charles Woodson finally ended a lengthy holdout Tuesday and  signed the Raiders' one-year tender. The deal is reportedly  worth \$8.782 million for the upcoming season.	ENTAILMENT
306	This example is Sports	(Sports Network) - Johan Santana is unbeaten (14-0) in 16 starts since the All- Star break and has an amazing ERA of 1.13 in that span.	ENTAILMENT
307	This example is Sci/Tech	AFP - Singapore consumer electronics maker Creative Technology net profit in the September quarter fell 83.5 percent to 4.8 million US dollars, with last year's huge one-time gains magnifying the decline.	ENTAILMENT
308	This example is Sports	London, England (Sports Network) - Chelsea has told Adrian Mutu his services are no longer needed at the club after testing positive for cocaine use.	ENTAILMENT
309	This example is Sports	(Sports Network) - The Golden State Warriors lost to the Cleveland Cavaliers, 99-88, on Monday at Gund Arena. Jason Richardson scored 27 points to lead the Warriors, who have dropped seven of their first eight games.	ENTAILMENT
310	This example is Sports	Stockholm, Sweden (Sports Network) - Top-seeded Andre Agassi earned a grueling victory against fourth-seeded Tommy Haas in Saturday #39;s semifinals at the Stockholm Open.	ENTAILMENT
311	This example is Sports	Cleveland, OH (Sports Network) - The Cleveland Cavaliers placed forward/center Scott Williams on the injured list with patella tendinitis in his left knee.	ENTAILMENT
312	This example is Sports	(Sports Network) - Jarrod Washburn tries to put the brakes on a personal three-game losing streak this evening when the Anaheim Angels continue their critical three-game series with the Oakland Athletics at Angel Stadium.	ENTAILMENT
313	This example is Sports	(Sports Network) - The two top teams in the National League West will begin a gigantic three-game series tonight, as the San Francisco Giants take on the Los Angeles Dodgers at SBC Park.	ENTAILMENT
314	This example is Sports	 DALLAS (Sports Network) - Dallas Mavericks All-Star forward  Dirk Nowitzki is expected to be sidelined 7-to-10 days after an  MRI exam Monday revealed a mild left ankle sprain.	ENTAILMENT
315	This example is Sports	Sports India: Cricket  gt; Kolkata, Nov 28 : South African captain Graeme Smith today said the visitors, who scored 227 for five on the opening day of the second cricket Test here, were aiming at a first innings total of 400-450 to put pressure on India.	ENTAILMENT
316	This example is Sports	(Sports Network) - The New Jersey Nets were defeated by the Philadelphia 76ers, 108-100, in overtime on Wednesday at the Wachovia Center.	ENTAILMENT
317	This example is Sports	Los Angeles, CA (Sports Network) - Tim Duncan had 26 points and 16 rebounds to lead the San Antonio Spurs past the Los Angeles Lakers, 105-96.	ENTAILMENT
318	This example is Sports	CBC SPORTS ONLINE - The Chicago Bears decided Monday not to sign free-agent quarterback Tim Couch. Couch, 26, underwent a physical and worked out twice for the Bears, but they failed to bite.	ENTAILMENT
319	This example is Sports	St. Louis, MO (Sports Network) - St. Louis Cardinals starting pitcher Chris Carpenter is expected to miss the first round of the playoffs next week with an injury to his right arm.	ENTAILMENT
320	This example is Sports	EAST LANSING, Mich. (Sports Network) - Maurice Ager scored 19 points and pulled down six rebounds, as 10th-ranked Michigan State crushed Nicholls State, 102-52, at the Breslin Center.	ENTAILMENT
321	This example is Sports	Hasselt, Belgium (Sports Network) - Seeded Italians Francesca Schiavone and Silvia Farina Elia led Tuesday #39;s parade of first-round winners at the inaugural Gaz de France Stars tennis event.	ENTAILMENT
322	This example is Sports	New York, NY (Sports Network) - The New York Mets bought of the contract of pitcher Al Leiter on Monday, making him a free agent. Leiter -- who went 10-8 with a 3.21 earned run average in 30 starts in 2004 	ENTAILMENT
323	This example is Sports	Indianapolis, IN (Sports Network) - Peyton Manning continued his MVP-type season by throwing for 320 yards and five touchdowns, as the Indianapolis Colts rolled to a 49-14 rout of the Houston Texans at the RCA Dome.	ENTAILMENT
324	This example is Sports	 LOS ANGELES (Sports Network) - LenDale White carried the  ball 14 times for 123 yards and scored three touchdowns to lead  top-ranked Southern California to a dominating 49-0 shutout of  Colorado State at the Coliseum.	ENTAILMENT
325	This example is Sports	 FOXBORO, Mass., (Sports Network) - Cincinnati Bengals  quarterback Carson Palmer left Sunday's 35-28 loss against New  England in the third quarter due to a left knee sprain.	ENTAILMENT
326	This example is Sports	Monaco, France (Sports Network) - Nice had little working in its favor with the score 3-0 in favor of Monaco in the second half on Saturday night, and a derby loss seemed inevitable.	ENTAILMENT
327	This example is Sports	Sports India: Cricket  gt; Nagpur, Oct 28 : Australia Thursday took a firm grip on the third Test against India as the home bowlers looked completely ineffective, allowing the visitors to build an overall lead of 415 runs with two days still to go.	ENTAILMENT
328	This example is Sports	London, England (Sports Network) - England captain David Beckham fractured a rib during his country #39;s 2-0 win over Wales Saturday.	ENTAILMENT
329	This example is Sports	Orlando, FL (Sports Network) - The Orlando Magic acquired forward Brandon Hunter from the Charlotte Bobcats on Monday in exchange for guard Keith Bogans.	ENTAILMENT
330	This example is Sports	East Rutherford, NJ (Sports Network) - Retired NBA center and seven-time All- Star Alonzo Mourning is going to give his playing career one more shot.	ENTAILMENT
331	This example is Sports	Michael Wilbon is wrong Sports, Aug. 22. Paul Hamm should turn in his gold medal, which he did not earn. The judges #39; clerical error had no effect on how Paul Hamm or Yang Tae Young performed, and the correction can be made after the fact.	ENTAILMENT
332	This example is Sports	MANHATTAN, Kansas (Sports Network) - Dwayne Wright rushed for 74 yards and two touchdowns and Paul Pinegar added a pair of scoring passes, as Fresno State crushed 13th-ranked Kansas State, 45-21, at KSU Stadium.	ENTAILMENT
333	This example is Sports	Rome, Italy (Sports Network) - Juventus stretched its lead in the Italian Serie A to five points on Sunday with a 3-0 win over Chievo.	ENTAILMENT
334	This example is Sports	 CHICAGO (Sports Network) - Chicago White Sox slugger Frank  Thomas will remain with the team for 2005 after he exercised an  \$8 million option in his contract.	ENTAILMENT
335	This example is Sports	 SCOTTSDALE, Ariz. (Sports Network) - Former heavyweight  champion Mike Tyson was arrested after allegedly jumping on the  hood of a car outside a nightclub.	ENTAILMENT
336	This example is Sports	Indianapolis, IN (Sports Network) - Minnesota Timberwolves center Michael Olowokandi spent Wednesday night in jail after police needed a stun gun to compel him to leave a nightclub.	ENTAILMENT
337	This example is Sports	Miami, FL (Sports Network) - Lamont Thompson returned one of three Tennessee interceptions for a touchdown and Chris Brown ran for 100 yards in the first half, as the Titans opened the season with a 17-7 victory over the Miami Dolphins at Pro Player 	ENTAILMENT
338	This example is Sports	Los Angeles, CA (Sports Network) - Jose Lima tossed a five-hit shutout and Shawn Green homered twice as the Los Angeles Dodgers staved off elimination in the National League Division Series with a 4-0 blanking of the St.	ENTAILMENT
339	This example is Sports	(Sports Network) - Curt Schilling #39;s career postseason record is 5-1, and when you consider his ERA of 1.66 in those 11 games he is one of the most dominating starters in the playoffs.	ENTAILMENT
340	This example is Sports	No cheering in the press box. This is the first, second and third commandment of sports journalism, at least until Vijay Singh #39;s approach shot on a Sunday back nine appears to be sailing a tad too long.	ENTAILMENT
341	This example is Sports	 PITTSBURGH (Sports Network) - Kevin Bettencourt scored five  of his 13 points in the final two minutes to lead Bucknell to a  69-66 upset over 10th-ranked and previously unbeaten  Pittsburgh.	ENTAILMENT
342	This example is Sports	Houston, TX (Sports Network) - Daunte Culpepper #39;s fifth touchdown pass of the game -- a 50-yard strike to Marcus Robinson in overtime -- lifted the Minnesota Vikings to a 34-28 win over the Houston Texans at Reliant Stadium.	ENTAILMENT
343	This example is Sports	New Orleans, LA (Sports Network) - New Orleans #39; Steve Gleason was fined \$5,000 by the NFL on Wednesday for punching the Panthers #39; Kemp Rasmussen during last Sunday #39;s 32-21 loss to Carolina.	ENTAILMENT
344	This example is Sports	Kansas City, MO (Sports Network) - Angel Berroa went 5-for-5 with five runs scored and Kansas City exploded for 10 runs in the fifth inning en route to a 17-8 victory over the New York Yankees in the opener of a three-game series at Kauffman Stadium.	ENTAILMENT
345	This example is Sports	Chicago, IL (Sports Network) - The Chicago Cubs Thursday declined to pick up the 2005 options on outfielder Moises Alou and second baseman Mark Grudzielanek, making the two veterans free agents.	ENTAILMENT
346	This example is Sci/Tech	It's reality TV at its most sci-fi. Two Hollywood stunt pilots hired by NASA are practicing to snag the 400-pound Genesis capsule Wednesday to give it a softer landing as it hurtles to earth. It'll be broadcast live so they better get it right.	ENTAILMENT
347	This example is Sports	 SPRINGFIELD, Massachusetts (Sports Network) - Former  Portland Trail Blazers guard Clyde Drexler highlights the class  of 2004 inductees for the Basketball Hall of Fame.	ENTAILMENT
348	This example is Sports	 HEMPSTEAD, N.Y., (Sports Network) - New York Jets wide  receiver Santana Moss is probable for Sunday's AFC East  showdown against the red-hot New England Patriots. Both teams  are undefeated and will square off at Gillette Stadium in  Foxboro, MA.	ENTAILMENT
349	This example is Sports	CBC SPORTS ONLINE - The Houston Rockets welcomed aboard reigning scoring champion Tracy McGrady with open arms and an open wallet.	ENTAILMENT
350	This example is Sports	 ANAHEIM, Calif., (Sports Network) - The Tampa Bay Devil  Rays acquired catcher Kevin Cash from the Toronto Blue Jays on  Sunday in exchange for right-handed pitcher Chad Gaudin.	ENTAILMENT
351	This example is Sports	Bergamo, Italy (Sports Network) - Serie A cellar dwellers Atalanta fired its coach Andrea Mandorlini after he failed to produce a victory in any of the club #39;s first 14 league matches this season.	ENTAILMENT
352	This example is Sports	Los Angeles, CA (Sports Network) - The Los Angeles Dodgers acquired right- handed pitcher Elmer Dessens and cash considerations from the Arizona Diamondbacks in exchange for minor league outfielder Jereme Milons on Thursday. 	ENTAILMENT
353	This example is Sports	Anchorage, AK (Sports Network) - New Jersey Devils center Scott Gomez has signed with an East Coast Hockey League team in his hometown of Anchorage.	ENTAILMENT
354	This example is Sports	(Sports Network) - The Seattle Mariners continue their four-game series against the Boston Red Sox tonight. In Thursday #39;s opener, Bobby Madritsch twirled eight shutout innings and Jose Lopez went 3-for-4 with 	ENTAILMENT
355	This example is Sports	Parma, Italy (Sports Network) - Parma fired coach Silvio Baldini Monday after a loss to Livorno on Sunday left the club near the bottom of the table.	ENTAILMENT
356	This example is Sports	Eden Prairie, MN (Sports Network) - Minnesota Vikings wide receiver Randy Moss practiced on Wednesday despite nursing a strained right hamstring and is listed as questionable for this Sunday #39;s game against the New York Giants.	ENTAILMENT
357	This example is Sports	 COLUMBUS, Ohio (Sports Network) - Ohio State head football  coach Jim Tressel announced Friday that senior running back  Lydell Ross has been suspended for Saturday's home game against  Indiana.	ENTAILMENT
358	This example is Sports	New Orleans, LA (Sports Network) - New Orleans Hornets forward Jamal Mashburn will sit out the 2004-05 season due to a patella femoral irritation of his right knee.	ENTAILMENT
359	This example is Sports	CBC SPORTS ONLINE - Former Montreal Expos great Tim Raines has landed a coaching job with the Chicago White Sox. The once-prolific base-stealer has signed on to be Chiago #39;s first-base and base-running coach.	ENTAILMENT
360	This example is Sports	(Sports Network) - Elton Brand scored a game-high 19 points and hauled down 16 rebounds, while Bobby Simmons netted 18 as the Los Angeles Clippers routed the Indiana Pacers, 102-68, on Wednesday at Conseco Fieldhouse.	ENTAILMENT
361	This example is Sports	CBC SPORTS ONLINE - The Toronto Argonauts may or may not host the East Division semifinal this year, but they will play home games at York University in 2006.	ENTAILMENT
362	This example is Sports	Kiev, Ukraine (Sports Network) - Shakhtar Donetsk #39;s Champions League aspirations were dealt a severe blow Thursday when the club learned star striker Julius Aghahowa will be out for two weeks.	ENTAILMENT
363	This example is Sports	CBC SPORTS ONLINE - The US Olympic Committee doesn #39;t think the entire American team that won gold in the 4x100-metre relay at the 2000 Sydney Olympics should be stripped of their medals.	ENTAILMENT
364	This example is World	PC World - Success of alternative apps like Firefox may be putting pressure on the software giant.	ENTAILMENT
365	This example is Sports	 LEXINGTON, Kentucky (Sports Network) - David Greene became  the winningest quarterback in Division I-A history and Thomas  Brown ran for 130 yards with three touchdowns to lead  eighth-ranked Georgia to a 62-17 rout of Kentucky at  Commonwealth Stadium.	ENTAILMENT
366	This example is Sports	St. Louis, MO (Sports Network) - Jim Edmonds homered and delivered the go- ahead run in the eighth inning on a sacrifice fly, leading the St.	ENTAILMENT
367	This example is Sports	 LAWRENCE, Kan. (Sports Network) - Wayne Simien had 25  points and 14 rebounds as the top-ranked Kansas Jayhawks  survived a scare and fought off the Vermont Catamounts, 68-61.	ENTAILMENT
368	This example is Business	" NEW YORK (Reuters) - Adult entertainment company Playboy  Enterprises Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PLA.N target=/stocks/quickinfo/fullquote""&gt;PLA.N&lt;/A&gt; on Monday said it expects higher  profit in 2005 than in 2004, helped in part by gains at its  international television and online subscription businesses as  well as recent efforts to reduce debt."	ENTAILMENT
369	This example is Sports	" BOSTON (Sports Network) - The New York Yankees will start  Orlando ""El Duque"" Hernandez in Game 4 of the American League  Championship Series on Saturday against the Boston Red Sox."	ENTAILMENT
370	This example is Sports	" BOSTON (Sports Network) - The New York Yankees will start  Orlando ""El Duque"" Hernandez in Game 4 of the American League  Championship Series on Saturday against the Boston Red Sox."	ENTAILMENT
371	This example is Sports	New York, NY (Sports Network) - Green Bay Packers running back Ahman Green, Detroit Lions defensive tackle Shaun Rogers and Arizona Cardinals kicker Neil Rackers were named the NFC Offensive, Defensive and Special Teams Players of the Week for Week 7 of 	ENTAILMENT
372	This example is Sports	CBC SPORTS ONLINE - Major League Baseball owners tabled Thursday #39;s vote to relocate the Montreal Expos to Washington. According to baseball commissioner Bud Selig, the owners will likely vote before the winter meetings on Dec. 6.	ENTAILMENT
373	This example is Sports	Nashville, TN (Sports Network) - Adewale Ogunleye was credited with a safety in overtime to end the game, accounting for two of the Chicago Bears #39; 16 points scored on either defense or special teams in a 19-17 victory over Tennessee.	ENTAILMENT
374	This example is Sports	San Diego, CA (Sports Network) - Caron Butler scored 18 points to help the Los Angeles Lakers to a 117-91 preseason victory over the Seattle SuperSonics.	ENTAILMENT
375	This example is Sports	LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14 points with 10 rebounds to lead No. 2 Kansas over Nevada, 85-52, at Allen Fieldhouse.	ENTAILMENT
376	This example is Sports	La Coruna, Spain (Sports Network) - Osasuna overcame a red card to shock Deportivo La Coruna Sunday, 3-1. Deportivo took a 1-0 lead into halftime on a Walter Pandiani strike in the 19th minute.	ENTAILMENT
377	This example is Sports	Liverpool, England (Sports Network) - Portsmouth striker Lomana LuaLua took advantage of a last minute mistake by Liverpool goalkeeper Jerzy Dudek to salvage a 1-1 draw at Anfield Tuesday.	ENTAILMENT
378	This example is World	PC World - Hard-drive video recorders support HDTV, while Blu-ray and HD-DVD wait in the wings. Plus: pricey headphones and cheap megapixels.	ENTAILMENT
379	This example is Sports	STILLWATER, Oklahoma (Sports Network) - Jason White threw three first-half touchdown passes to Mark Bradley and Adrian Peterson ran for a career-high 249 yards with a score, as second-ranked Oklahoma held on for a 38-35 victory over 20th- ranked Oklahoma 	ENTAILMENT
380	This example is Sports	(Sports Network) - The Detroit Tigers continue their three-game series with the Cleveland Indians in tonight #39;s rubber match at Comerica Park.	ENTAILMENT
381	This example is Sports	CBC SPORTS ONLINE - Alexei Kovalev doesn #39;t think the NHL lockout will end soon so he #39;s decided to do something about it. The gifted winger signed with Russia #39;s AK Bars Kazan, a team already loaded with NHL stars.	ENTAILMENT
382	This example is Sports	CBC SPORTS ONLINE - Canadian reliever Rheal Cormier agreed Tuesday to a two-year, \$5.25-million US contract with the Philadelphia Phillies.	ENTAILMENT
383	This example is World	MacCentral - Blizzard Entertainment on Tuesday shipped World of Warcraft, its first entry into the popular Massively Multiplayer Online Role Playing Game (MMORPG) genre. The game ships in North America, Australia and New Zealand for Mac and PC in both Standard and Collector's Editions for US #36;49.95 and  #36;79.99. Further beta testing will be announced in Europe, Korea and elsewhere in Asia before the games are released in those regions.	ENTAILMENT
384	This example is Sports	(Sports Network) - The Montreal Expos will get their chance to climb out of the cellar in the National League East this week, as they begin a three-game series against the New York Mets Tuesday at Olympic Stadium.	ENTAILMENT
385	This example is Sports	 HOUSTON (Sports Network) - Tyrone Moss ran for 148 yards  and two touchdowns to lead fourth-ranked Miami-Florida to a  38-13 victory over Houston at Reliant Stadium.	ENTAILMENT
386	This example is World	Europeans were right. It was a world election. They favored Kerry, roughly 6-1. Now they must live with the result. Europeans opposed Bush largely because they believe his 	ENTAILMENT
387	This example is Sports	 CLEVELAND, Ohio (Sports Network) - Cleveland Browns head  coach Butch Davis resigned Tuesday.	ENTAILMENT
388	This example is Sports	(Sports Network) - The inconsistent San Diego Padres will try for consecutive wins for the first time since August 28-29 tonight, when they begin a huge four-game set against the Los Angeles Dodgers at Dodger Stadium.	ENTAILMENT
389	This example is Sports	Sports India, Cricket: Kanpur, Nov 21 : Stopgap opener Andrew Hall scored his maiden Test century and debutant Zander de Bruyn made 83 Sunday to give South Africa a vice-like grip on the second day of the first Test against India at the Green Park 	ENTAILMENT
390	This example is Sports	 EAST RUTHERFORD, N.J. (Sports Network) - The New Jersey  Nets Saturday placed guard Ron Mercer on the injured list.  Mercer is scheduled to undergo left knee surgery on Monday and  could be out of action for up to four weeks.	ENTAILMENT
391	This example is Sports	Toronto, ON (Sports Network) - Ted Lilly threw a three-hit shutout with a career-high 13 strikeouts to lead the Toronto Blue Jays to a 3-0 victory over the Boston Red Sox at SkyDome.	ENTAILMENT
392	This example is Sports	 TORONTO (Sports Network) - Former Toronto Blue Jays manager  Bobby Mattick has died after suffering a stroke. Mattick was  89.	ENTAILMENT
393	This example is Sports	 DAVIE, Fla., (Sports Network) - The Miami Dolphins will be  without running back Travis Minor for Sunday's game against  Cincinnati because of an ankle injury.	ENTAILMENT
394	This example is Sports	 MIAMI (Sports Network) - Brock Berlin completed 13-of-19  passes for a career-high 361 yards along with four touchdowns,  while Roscoe Parrish hauled in five passes for 141 yards as  12th-ranked Miami-Florida routed Wake Forest. 52-7, at the  Orange Bowl.	ENTAILMENT
395	This example is Sports	Salt Lake City, UT (Sports Network) - The Jazz announced Tuesday that the club will retire John Stockton #39;s No. 12 on November 22, 2004, when Utah hosts the New Orleans Hornets.	ENTAILMENT
396	This example is Sports	 ATHENS, Ohio (Sports Network) - Ohio University named  former Nebraska coach Frank Solich as its new head football  coach during a Thursday afternoon press conference.	ENTAILMENT
397	This example is Sports	(Sports Network) - The Atlanta Braves will try to move one step closer to their 13th straight division title, as they continue a three-game series against the Cincinnati Reds tonight from Turner Field.	ENTAILMENT
398	This example is Sports	 RALEIGH, N.C. (Sports Network) - Julius Hodge poured in a  game-high 21 points as 19th-ranked North Carolina State routed  Elon, 71-45, in the semifinal round of the BCA Invitational at  the RBC Center.	ENTAILMENT
399	This example is Sports	Miami, FL (Sports Network) - Frank Gore rushed for 195 yards and a touchdown, Roscoe Parrish scored twice in the fourth quarter and No.	ENTAILMENT
400	This example is Sports	Lisbon, Portugal (Sports Network) - CD Nacional suspended three players who were arrested following an altercation at a Portuguese nightclub early Monday morning.	ENTAILMENT
401	This example is Sports	Houston, TX (Sports Network) - Kevin Garnett registered 20 points, 17 rebounds and nine assists to lead the Minnesota Timberwolves past the Houston Rockets, 96-91, at the Toyota Center.	ENTAILMENT
402	This example is Sports	Hasselt, Belgium (Sports Network) - Third-seeded Russian Elena Bovina was an easy opening-round winner Monday at the inaugural Gaz de France Stars tennis event, where Belgian star Kim Clijsters will see her first action since early May this week.	ENTAILMENT
403	This example is Sports	 MADISON, Wisconsin (Sports Network) - John Stocco ran for  two touchdowns and threw for another score to lead fifth-ranked  Wisconsin to a 38-14 win over Minnesota in the Big Ten  Conference at Camp Randall Stadium.	ENTAILMENT
404	This example is Sports	Manchester, England (Sports Network) - Manchester United confirmed on its website Wednesday that is has made an offer to Everton for young striker Wayne Rooney.	ENTAILMENT
405	This example is Sports	Oakland, CA (Sports Network) - Garret Anderson delivered an RBI single for the lead during a three-run eighth inning, and Anaheim clinched its first division title in 18 years with a 5-4 victory over Oakland at the Coliseum.	ENTAILMENT
406	This example is Sports	CBC SPORTS ONLINE - Vince Carter scored 20 points as the Toronto Raptors completed their NBA pre-season with a 100-92 win over the Cleveland Cavaliers at Air Canada Centre on Friday.	ENTAILMENT
407	This example is Sports	Landover, MD (Sports Network) - Clinton Portis ran 64 yards for a touchdown the first time he touched the ball and finished with 149 yards rushing on 29 carries to lead the Washington Redskins to a 16-10 victory over the Tampa Bay Buccaneers at FedEx Field 	ENTAILMENT
408	This example is Sports	(Sports Network) - Livan Hernandez has 50 wins since the start of the 2001 season. Unfortunately for the powerful righthander, he hasn #39;t solved the Atlanta Braves.	ENTAILMENT
409	This example is Sports	 SYRACUSE, N.Y. (Sports Network) - Hakim Warrick netted 19  points and Syracuse roared out to an early 24-0 lead as the  sixth-ranked Orange opened their 2004-05 season with a 104-54  pasting of Northern Colorado in the opening round of the  Coaches vs. Cancer Classic at the Carrier Dome.	ENTAILMENT
410	This example is Sports	CBC SPORTS ONLINE - The Vancouver Canucks have re-signed the Sedin twins for another season. Henrik and Daniel Sedin each agreed to one-year deals with the Canucks on Friday.	ENTAILMENT
411	This example is Sports	 MINNEAPOLIS (Sports Network) - Minnesota Vikings wide  receiver Randy Moss will be a game-time decision for Sunday's  game against Tennessee because of a hamstring injury.	ENTAILMENT
412	This example is Sports	TUSCALOOSA, Ala. (Sports Network) - Jason Campbell passed for 224 yards and a touchdown, Courtney Taylor caught four passes for 89 yards and a score, and No.	ENTAILMENT
413	This example is Sports	(Sports Network) - Ben Wallace will return to fold for Detroit tonight, when the Pistons begin a tough three-game homestand against the Minnesota Timberwolves at the Palace of Auburn Hills.	ENTAILMENT
414	This example is Sports	Porto, Portugal (Sports Network) - Champions League holder FC Porto and defending Bundesliga champion Werder Bremen each produced late goals Tuesday to secure advancement into the knockout stage of this season #39;s Champions League competition.	ENTAILMENT
415	This example is Sports	Sports India: Madrid, Oct 11: England football captain David Beckham is expected back in Madrid Wednesday and resume light training despite fracturing a rib, reports Xinhua.	ENTAILMENT
416	This example is Sports	 PHILADELPHIA (Sports Network) - Dorsey Levens has found  employment for the 2004 season after the veteran running back  signed a one-year contract with the Philadelphia Eagles on  Monday.	ENTAILMENT
417	This example is Sports	 NEW YORK (Sports Network) - Former Miami Dolphins running  back Ricky Williams will remain retired after declining the  NFL's reinstatement offer.	ENTAILMENT
418	This example is Business	BOMBAY -- In the fantasy world of Indian film, Shilpa Shetty is a reigning princess, a lissome 29-year-old with a talent for twirling across Alpine meadows, muscle-bound suitors in tow. Serious drama? Well, it's Bollywood, after all.	ENTAILMENT
419	This example is Sports	 TORONTO (Sports Network) - Calgary Flames goaltender Miikka  Kiprusoff will receive a huge increase in salary for the  upcoming season after an arbitrator Monday awarded the Vezina  Trophy finalist \$2.95 million.	ENTAILMENT
420	This example is Sports	 PHILADELPHIA (Sports Network) - The New Orleans Hornets are  going to have their work cut out for them in the 2004-05  season. When the NBA approved its realignment plan, the Hornets  became the newest member of the Western Conference as the  expansion Charlotte Bobcats were placed in the East, giving  each conference 15 clubs comprised of three divisions of five  teams.	ENTAILMENT
421	This example is Sports	 Miami, Florida (Sports Network) - Due to the possible  threat of Hurricane Ivan, the NFL has rescheduled the  Titans/Dolphins game up a day to Saturday at 1:00 p.m. (et).	ENTAILMENT
422	This example is Sports	CBC SPORTS ONLINE - Michael Schumacher wasn #39;t in the winner #39;s circle at Sunday #39;s Belgian Grand Prix, but still managed to make some noise.	ENTAILMENT
423	This example is Sports	(Sports Network) - Odalis Perez threw five innings last Thursday against the Diamondbacks before leaving the game with tightness in his biceps.	ENTAILMENT
424	This example is Sports	CANTON, Ohio (Sports Network) - Former All-Pro quarterbacks Dan Marino and Steve Young, both first-year eligible candidates, head a list of 89 former players, coaches, and contributors who comprise a list of preliminary nominees for enshrinement to the 	ENTAILMENT
425	This example is Sports	Seattle, WA (Sports Network) - University of Washington head football coach Keith Gilbertson will step down at the end of the 2004 season.	ENTAILMENT
426	This example is Sports	 NEW ORLEANS (Sports Network) - New Orleans' Steve Gleason  was fined \$5,000 by the NFL on Wednesday for punching the  Panthers' Kemp Rasmussen during last Sunday's 32-21 loss to  Carolina.	ENTAILMENT
427	This example is Sports	 ATLANTA (Sports Network) - The Atlanta Hawks signed free  agent guards Kenny Anderson and Jon Barry on Thursday. Terms of  the contracts were not disclosed.	ENTAILMENT
428	This example is Sports	Athens, Greece (Sports Network) - The United States has grabbed a 49-44 lead over Lithuania at the half of their bronze medal game at the Olympics.	ENTAILMENT
429	This example is Sports	 LOS ANGELES (Sports Network) - Tracy McGrady tallied 32  points, seven rebounds and five assists to lead Houston over  the Los Angeles Clippers, 91-86, in an overtime contest at the  Staples Center.	ENTAILMENT
430	This example is Sports	INDIANAPOLIS (Sports Network) - Deron Williams and Luther Head scored 20 points apiece, Dee Brown chipped in with 17, and No. 5 Illinois routed 24th- ranked Gonzaga, 89-72, in the John R. Wooden Tradition at Conseco Fieldhouse.	ENTAILMENT
431	This example is Sports	Chicago, IL (Sports Network) - Chicago Blackhawks forward Tuomo Ruutu will undergo surgery Friday to repair a subluxation of his left shoulder.	ENTAILMENT
432	This example is Sports	CBC SPORTS ONLINE - The Toronto Argonauts may need to brush up on tackling for the playoffs, but their pass rush and kicker Noel Prefontaine are in top form.	ENTAILMENT
433	This example is Sports	CBC SPORTS ONLINE - American tennis sensation Andy Roddick #39;s Olympic dreams are over after a straight set loss to No. 16 Fernando Gonzalez of Chile in third-round action Wednesday. 	ENTAILMENT
434	This example is Sports	Washington, DC (Sports Network) - Washington #39;s wait is over for the return of a Major League Baseball team, as it was announced on Wednesday that the Montreal Expos will be relocated to the nation #39;s capital in 2005.	ENTAILMENT
435	This example is Sports	 EAST RUTHERFORD, N.J. (Sports Network) - New Jersey Nets  guard Ron Mercer is scheduled to have surgery Monday on his  left knee and could be out of action for up to four weeks.	ENTAILMENT
436	This example is Sports	Milan, Italy (Sports Network) - Italy coach Marcello Lippi will field an altered team Wednesday in a friendly match against Finland.	ENTAILMENT
437	This example is Sports	New Orleans, LA (Sports Network) - The New Orleans Saints Monday acquired cornerback Mike McKenzie and a future conditional draft choice from Green Bay.	ENTAILMENT
438	This example is Sports	 PHILADELPHIA (Sports Network) - Philadelphia Eagles  defensive tackle Sam Rayburn was involved in a two-car accident  Monday night and sustained minor injuries.	ENTAILMENT
439	This example is World	PC World - German man sentenced to three years for selling counterfeit Microsoft products.	ENTAILMENT
440	This example is Sports	Los Angeles, CA (Sports Network) - Tracy McGrady tallied 32 points, seven rebounds and five assists to lead Houston over the Los Angeles Clippers, 91-86, in an overtime contest at the Staples Center.	ENTAILMENT
441	This example is Sports	CBC SPORTS ONLINE - Canadian ice dancers Aaron Lowe and Megan Wing are off to a strong start at the Skate America competition in Pittsburgh.	ENTAILMENT
442	This example is Sports	 DAVIE, Fla. (Sports Network) - Dave Wannstedt resigned  Tuesday as head coach of the Miami Dolphins after the team sunk  to an NFL-worst 1-8 record. Defensive coordinator Jim Bates  will take over as interim coach for the remainder of the  season.	ENTAILMENT
443	This example is Sports	Toronto, ON (Sports Network) - Winnipeg Blue Bombers running back Charles Roberts was named the Canadian Football League #39;s Offensive Player of the Month for September.	ENTAILMENT
