textid	pair	text	label
315	This example is Sports	(Sports Network) - Curt Schilling will try to become the first pitcher in the major leagues to reach 19 wins, as he heads to the mound for the Boston Red Sox in the second test of a four-game series against the Seattle Mariners.	ENTAILMENT
316	This example is Sports	Madrid, Spain (Sports Network) - Argentine midfielder Diego Simeone is leaving Atletico Madrid for his native Racing Club Avellaneda.	ENTAILMENT
317	This example is Sports	Kutztown, PA (Sports Network) - Lorena Ochoa fired a seven-under 65 on Sunday to come from behind and win the Wachovia LPGA Classic.	ENTAILMENT
318	This example is Sports	Atlanta, GA (Sports Network) - The Atlanta Hawks signed free agent Kevin Willis on Wednesday, nearly a decade after the veteran big man ended an 11- year stint with the team.	ENTAILMENT
319	This example is Sports	St. Louis, MO (Sports Network) - Jim Edmonds homered and delivered the go- ahead run in the eighth inning on a sacrifice fly, leading the St.	ENTAILMENT
320	This example is Sports	(Sports Network) - Roger Clemens tries to win his seventh straight decision and possibly vault the Houston Astros into the lead in the National League wild card standings, as they go for a three-game sweep of the NL Central champion St.	ENTAILMENT
321	This example is Sports	Tucson, AZ (Sports Network) - Mustafa Shakur led three Arizona players who scored at least 20 points as the 10th-ranked Wildcats opened their 2004-05 season with an 80-69 victory over San Diego at the McKale Center in the first round of the Preseason NIT.	ENTAILMENT
322	This example is Sports	 COLUMBUS, Ohio (Sports Network) - Ohio State athletic  director Andy Geiger announced a one-year contract extension  for men's head basketball coach Thad Matta as a direct result  of the school imposing a ban on postseason play for 2004-05.	ENTAILMENT
323	This example is Sports	Atlanta, GA (Sports Network) - Joey Harrington threw for a touchdown and Artose Pinner ran for another score, as the Detroit Lions handed Atlanta its first loss of the season with a 17-10 victory over the Falcons at the Georgia Dome.	ENTAILMENT
324	This example is Sports	 ALAMEDA, Calif. (Sports Network) - Oakland Raiders  quarterback Rich Gannon will miss the remainder of the season,  but stopped short of announcing his retirement on Monday.	ENTAILMENT
325	This example is Sports	Lyon, France (Sports Network) - Lyon will head into the winter break on top of the Ligue 1 table and unbeaten after a 1-1 draw against Marseille Friday at the Stade Gerland.	ENTAILMENT
326	This example is Sports	Salt Lake City, UT (Sports Network) - The Jazz announced Tuesday that the club will retire John Stockton #39;s No. 12 on November 22, 2004, when Utah hosts the New Orleans Hornets.	ENTAILMENT
327	This example is Sports	Athens, Greece (Sports Network) - Ilias Iliadis captured Greece #39;s second gold medal of the 2004 Olympics with a thrilling victory over Roman Gontyuk of the Ukraine in the men #39;s under 81kg category in judo on Tuesday. 	ENTAILMENT
328	This example is Sports	 NEW YORK (Sports Network) - Val Ackerman is stepping down  as WNBA President after serving in that capacity for eight  seasons. The resignation is effective February 1, 2005.	ENTAILMENT
329	This example is Sports	White Plains, NY (Sports Network) - Zina Garrison was given a one-year contract extension to remain captain of the American Fed Cup team, while the legendary Billie Jean King retired as a coach for the squad.	ENTAILMENT
330	This example is Sports	 ATLANTA (Sports Network) - The Atlanta Hawks signed free  agent Kevin Willis on Wednesday, nearly a decade after the  veteran big man ended an 11- year stint with the team.	ENTAILMENT
331	This example is Sports	Spring, TX (Sports Network) - Larry Nelson fired an eight-under 64 Sunday and birdied the first playoff hole to win the inaugural Adminstaff Small Business Classic.	ENTAILMENT
332	This example is Sports	Panama City, Panama (Sports Network) - United States men #39;s national team goalkeeper Tim Howard has returned to England, despite the squad #39;s scheduled match on Wednesday against Panama.	ENTAILMENT
333	This example is Sports	Auburn Hills, MI (Sports Network) - Chauncey Billups scored 19 of his 21 points in the second half to help the Detroit Pistons rally for a 93-85 win over the Minnesota Timberwolves in coach Larry Brown #39;s first game back from hip surgery.	ENTAILMENT
334	This example is Sports	CBC SPORTS ONLINE - After adding slugging third baseman Troy Glaus at baseball #39;s winter meetings, the Arizona Diamondbacks have turned their attention to pitching.	ENTAILMENT
335	This example is Sports	 ATLANTA (Sports Network) - The Atlanta Hawks signed free  agent guards Kenny Anderson and Jon Barry on Thursday. Terms of  the contracts were not disclosed.	ENTAILMENT
336	This example is Sports	 NORMAN, Okla. (Sports Network) - Jason White completed  29-of-35 passes for 383 yards and three touchdowns as No. 2  Oklahoma dominated Nebraska, 30-3, in Big 12 action at Memorial  Stadium.	ENTAILMENT
337	This example is Sports	Beijing, China (Sports Network) - Gisela Dulko of Argentina posted a straight- set victory over Hungarian Aniko Kapros in the first round of the \$585,000 China Open.	ENTAILMENT
338	This example is Sports	 COLUMBIA, S.C. (Sports Network) - The University of South  Carolina has scheduled a news conference for 1 p.m. EST Tuesday  when it is expected to announce that Steve Spurrier will take  over as the school's new head football coach.	ENTAILMENT
339	This example is Sports	Athens, GA (Sports Network) - Michael Cooper ran for the only touchdown of the game, as third-ranked Georgia rode its defense to a 13-3 victory over Marshall at Sanford Stadium.	ENTAILMENT
340	This example is Sports	Athens, Greece (Sports Network) - The United States has grabbed a 49-44 lead over Lithuania at the half of their bronze medal game at the Olympics.	ENTAILMENT
341	This example is Sports	 LOGAN, Utah (Sports Network) - Brent Guy, a former Utah  State assistant, has been named the 25th head coach of the  Aggies.	ENTAILMENT
342	This example is Sports	 CLEVELAND, Ohio (Sports Network) - Cleveland Browns rookie  tight end Kellen Winslow is expected to be sidelined  six-to-eight weeks after suffering a broken right fibula during  Sunday's 19-12 loss to Dallas.	ENTAILMENT
343	This example is Sports	 NEW YORK (Sports Network) - The New York Jets and  quarterback Chad Pennington finally agreed on a long-term  contract extension Wednesday.	ENTAILMENT
344	This example is Sports	 ANAHEIM, Calif. (Sports Network) - Pitcher Angel Garcia was  picked first overall by the Arizona Diamondbacks in baseball's  Rule 5 Draft on Monday, but moments after it was over he was  traded to the Tampa Bay Devil Rays for cash considerations.	ENTAILMENT
345	This example is Sports	 LOS ANGELES (Sports Network) - Rick Majerus has reportedly  accepted an offer to be the new head basketball coach at  Southern California.	ENTAILMENT
346	This example is Sports	 KAZAN, Russia (Sports Network) - Russian forward Alexei  Kovalev is the latest locked out National Hockey League player  to head abroad, as he signed on to play for AK Bars Kazan.	ENTAILMENT
347	This example is Sports	 NEW YORK (Sports Network) - The New York Yankees re-signed  catcher John Flaherty to a one-year contract on Friday.	ENTAILMENT
348	This example is Sports	Morgantown, WV (Sports Network) - Paul Peterson threw two touchdown passes and Boston College scored a pair of touchdowns on punt returns, as the 21st-ranked Eagles upset No.	ENTAILMENT
349	This example is Sports	Indianapolis, IN (Sports Network) - Tennessee quarterback Steve McNair was inactive for Sunday #39;s game against Indianapolis because of a chest injury.	ENTAILMENT
350	This example is Sports	 CHARLOTTE, N.C. (Sports Network) - LeBron James, playing  his first game since suffering a facial fracture, scored a  game-high 26 points, grabbed eight rebounds and dished out six  assists to lead Cleveland to a 94-83 win over the Bobcats at  Charlotte Coliseum.	ENTAILMENT
351	This example is Sports	 DALLAS (Sports Network) - John Lucas poured in a game-high  24 points to lead No. 6 Oklahoma State over SMU, 76-57, at  Moody Coliseum.	ENTAILMENT
352	This example is Sports	Pittsburgh, PA (Sports Network) - The Pittsburgh Pirates have reportedly ironed out a trade to send veteran catcher Jason Kendall to the Oakland Athletics for pitchers Mark Redman and Arthur Rhodes.	ENTAILMENT
353	This example is Sports	Brescia, Italy (Sports Network) - New acquisition Zlatan Ibrahimovic scored in his debut as Juventus dominated Brescia 3-0 Sunday.	ENTAILMENT
354	This example is Sports	New York, NY (Sports Network) - Former NFL running back Ricky Williams wants to know where he stands after retiring and subsequently being ordered to pay back nearly \$9 million to the Miami Dolphins.	ENTAILMENT
355	This example is Sports	Foxboro, MA (Sports Network) - Miami Dolphins quarterback Jay Fiedler suffered a rib injury during the closing moments of Sunday #39;s 24-10 loss to the New England Patriots.	ENTAILMENT
356	This example is Sports	Indianapolis, IN (Sports Network) - The Indiana Pacers announced Friday that Jamaal Tinsley has signed a contract extension with the team.	ENTAILMENT
357	This example is Sports	CBC SPORTS ONLINE - Vince Carter scored 20 points as the Toronto Raptors completed their NBA pre-season with a 100-92 win over the Cleveland Cavaliers at Air Canada Centre on Friday.	ENTAILMENT
358	This example is Sports	 PHILADELPHIA (Sports Network) - Indiana Pacers forward Ron  Artest will be back in the lineup for Friday's game versus  Philadelphia at the Wachovia Center.	ENTAILMENT
359	This example is Sports	Dunfermline, Scotland (Sports Network) - Celtic re-gained its one point edge over rivals Rangers with a 2-0 win at East End Park Sunday.	ENTAILMENT
360	This example is Sports	Athens, Greece (Sports Network) - The US women #39;s basketball team continued its impressive play at the Olympics, pulling away from previously-unbeaten Spain for a 71-58 victory on Friday. 	ENTAILMENT
361	This example is Sports	Stuttgart, Germany (Sports Network) - Werder Bremen scored twice in the last 12 minutes as the defending Bundesliga champions beat Stuttgart in a physical match, 2-1.	ENTAILMENT
362	This example is Sports	Amsterdam, the Netherlands (Sports Network) - Ajax defender Hatem Trabelsi finally ended his holdout by signing a new two-year contract on Friday.	ENTAILMENT
363	This example is Sports	WINSTON-SALEM, NC (Sports Network) - Chris Paul scored 16 points to lead No. 2 Wake Forest over Virginia Commonwealth, 81-67, in the quarterfinal round of the Preseason NIT.	ENTAILMENT
364	This example is Sports	Amsterdam, the Netherlands (Sports Network) - American international Earnie Stewart has signed an 18-month contract with VVV Venlo, the club where the midfielder began his career.	ENTAILMENT
365	This example is Sports	 GAINESVILLE, Fla. (Sports Network) - The start time of  Saturday's college football game between 16th-ranked Florida  and Kentucky at Ben Hill Griffin Stadium in Gainesville was  moved from 6 p.m. (et) to 11:30 a.m. (et).	ENTAILMENT
366	This example is Sports	 PHILADELPHIA (Sports Network) - Eric Williams scored 17  points on 7-of-10 shooting from the field to lead sixth-ranked  Wake Forest to a 67-64 win over Temple at the Liacouras Center.	ENTAILMENT
367	This example is Sports	Prague, Czech Republic (Sports Network) - Juventus star and Czech national team captain Pavel Nedved will sit out international matches until he completely recovers from a knee injury, even though he is still playing for his club team Juventus.	ENTAILMENT
368	This example is Sports	 CHAMPAIGN, Ill. (Sports Network) - Roger Powell Jr. scored  19 points and grabbed seven rebounds to lead fifth-ranked  Illinois to a lopsided 91-73 win over No. 1 Wake Forest in the  ACC/Big Ten Challenge at Assembly Hall.	ENTAILMENT
369	This example is Sports	Southampton, England (Sports Network) - Southampton and manager Paul Sturrock have agreed to an amicable separation, effective immediately.	ENTAILMENT
370	This example is Sports	 NEW ORLEANS (Sports Network) - Dustin Almond passed for 299  yards with a touchdown and rushed for another score to lead the  Southern Mississippi Golden Eagles to a 31-10 victory over the  North Texas Mean Green in the New Orleans Bowl at the  Superdome.	ENTAILMENT
371	This example is Sports	 ANN ARBOR, Mich. (Sports Network) - Dion Harris dropped in  a game-high 24 points in helping to lead the Michigan  Wolverines to a 69-60 victory over the Colorado Buffaloes in  the second round of the Preseason NIT from Crisler Arena.	ENTAILMENT
372	This example is Sports	Pittsburgh, PA (Sports Network) - Carlos Zambrano tossed 7 1/3 shutout innings to lead the Chicago Cubs to a 1-0 victory over the Pittsburgh Pirates in the middle contest of a three-game set at PNC Park.	ENTAILMENT
373	This example is Sports	 LAKE FOREST, Ill. (Sports Network) - Chicago Bears Pro Bowl  linebacker Brian Urlacher is expected to be sidelined  four-to-six weeks because of a lower left leg injury.	ENTAILMENT
374	This example is Sports	 SEATTLE (Sports Network) - Marshawn Lynch rushed for 121  yards and scored three touchdowns to lead No. 5 California to a  42-12 victory over Washington Saturday at Husky Stadium. Aaron  Rodgers threw a pair of touchdown passes for the Golden Bears  (8-1, 6-1 Pac-10), who are having their best season in 13  years.	ENTAILMENT
375	This example is Sports	CBC SPORTS ONLINE - Edgerrin James rushed for 124 yards and scored a pair of fourth-quarter touchdowns Sunday to lift the Indianapolis Colts to a 31-17 victory over the Tennessee Titans.	ENTAILMENT
376	This example is Sports	Eden Prairie, MN (Sports Network) - Minnesota Vikings running back Michael Bennett is expected to miss at least two more games after undergoing arthroscopic surgery on his right knee Monday.	ENTAILMENT
377	This example is Sports	 MINNEAPOLIS (Sports Network) - Minnesota Vikings running  back Onterrio Smith, who has been suspended four games for  violating the NFL's substance abuse policy, will begin serving  that suspension Sunday.	ENTAILMENT
378	This example is Sports	Boston, MA (Sports Network) - Tampa Bay Devil Rays pitcher Dewon Brazelton captured the Tony Conigliaro Award. The honor is presented annually to the player who overcomes adversity through the attributes of spirit, determination and courage.	ENTAILMENT
379	This example is Sports	TUSCALOOSA, Ala. (Sports Network) - Jason Campbell passed for 224 yards and a touchdown, Courtney Taylor caught four passes for 89 yards and a score, and No.	ENTAILMENT
380	This example is Sports	 ASHBURN, Va. (Sports Network) - San Francisco 49ers head  coach Dennis Erickson will remain with the team after  discussing the head coaching vacancy at Ole Miss with school  officials on Tuesday.	ENTAILMENT
381	This example is Sports	Detroit, MI (Sports Network) - The Detroit Tigers reached agreement Friday on a five-year contract with Justin Verlander, the second overall selection in the 2004 amateur draft, one week after the club announced it had given up on attempting to sign the 	ENTAILMENT
382	This example is Sports	Miami, FL (Sports Network) - Bryce Molder and Tim Wilkinson each fired rounds of seven-under-par 64 on Thursday to share the lead during the suspended first round of the Miccosukee Championship.	ENTAILMENT
383	This example is Sports	Dallas, TX (Sports Network) - Bowl Championship Series officials on Thursday announced major changes to the ranking formula that is used to decide the participants in college football #39;s Division IA national championship game.	ENTAILMENT
384	This example is Sports	Chattanooga, TN (Sports Network) - Justin Rascati and Maurice Fenner each ran for two touchdowns to lead the James Madison Dukes over the Montana Grizzlies, 31-21, in the Division I-AA championship game at Finley Stadium.	ENTAILMENT
385	This example is Sports	Munich, Germany (Sports Network) - Bayern Munich will try to avenge a 1-0 loss to Juventus from two weeks ago when it hosts the Italian side Wednesday in a Champions League Matchday 4 encounter.	ENTAILMENT
386	This example is Sports	New Orleans, LA (Sports Network) - Kansas City Chiefs running back Priest Holmes missed Sunday #39;s 27-20 loss to New Orleans with a knee injury.	ENTAILMENT
387	This example is Sports	 LOS ANGELES (Sports Network) - Matt Leinart threw a pair of  touchdown passes and LenDale White ran for two scores, as No. 1  Southern California blanked Washington, 38-0, in a Pac-10  mismatch at the Coliseum.	ENTAILMENT
388	This example is Sports	Los Angeles, CA (Sports Network) - San Diego Padres shortstop Khalil Greene is expected to miss the rest of the season with a broken bone in his right index finger.	ENTAILMENT
389	This example is Sports	Amsterdam, the Netherlands (Sports Network) - Dutch club Roda JC announced Tuesday that coach Wiljan Vloet will not be back next season.	ENTAILMENT
390	This example is Sports	Seattle, WA (Sports Network) - The Seattle Mariners have found their slugging first baseman, as they agreed to terms Wednesday with free agent Richie Sexson on a four-year contract.	ENTAILMENT
391	This example is Sports	 PITTSBURGH (Sports Network) - Pittsburgh Steelers starting  quarterback Tommy Maddox will be sidelined at least six weeks  after suffering a right elbow injury during Sunday's 30-13 loss  to Baltimore.	ENTAILMENT
392	This example is Sports	(Sports Network) - The Tampa Bay Devil Rays are trying to close out what could be the most successful season in franchise history, as they host the Kansas City Royals in the rubber match of a three-game series today at Tropicana Field.	ENTAILMENT
393	This example is Sports	Denver, CO (Sports Network) - Colorado Rockies pitcher Denny Neagle was arrested early Friday for allegedly paying a woman \$40 for oral sex, the Rocky Mountain News reported.	ENTAILMENT
394	This example is Sports	Toronto, ON (Sports Network) - Colorado Avalanche left wing Alex Tanguay and Montreal Canadiens right wing Richard Zednik have both signed with European teams, joining a growing list of talent who will play overseas during the NHL #39;s current labor dispute.	ENTAILMENT
395	This example is Sports	 CHICAGO (Sports Network) - Chicago White Sox slugger Frank  Thomas will remain with the team for 2005 after he exercised an  \$8 million option in his contract.	ENTAILMENT
396	This example is Sports	 Baton Rouge, La. (Sports Network) - Redshirt freshman  kicker Alexis Serna's third missed extra point of the game in  overtime allowed the fourth-ranked LSU Tigers to escape with a  22-21 victory over Oregon State.	ENTAILMENT
397	This example is Sports	Arlington, TX (Sports Network) - One day after the Anaheim Angels suspended outfielder Jose Guillen without pay for the remainder of the season, the players #39; association filed a grievance to overturn the penalty on Monday.	ENTAILMENT
398	This example is Sports	Shanghai, China (Sports Network) - Third-seeded Argentine Guillermo Canas recorded an easy straight-set win over second-seeded Czech Jiri Novak in Saturday #39;s semifinals at the \$380,000 Heineken Open Shanghai.	ENTAILMENT
399	This example is Sports	 ANAHEIM, Calif. (Sports Network) - Anaheim Angels  outfielder Vladimir Guerrero was drilled on the left side of  his head by a pitch from Mariners pitcher Ryan Franklin,  forcing him out of Monday's game in the first inning.	ENTAILMENT
400	This example is Sports	Palm Harbor, FL (Sports Network) - Vijay Singh, the top-ranked player in the world, fired a six-under 65 on Sunday to cruise to victory at the Chrysler Championship.	ENTAILMENT
401	This example is Sports	Ashburn, VA (Sports Network) - San Francisco 49ers head coach Dennis Erickson will remain with the team after discussing the head coaching vacancy at Ole Miss with school officials on Tuesday.	ENTAILMENT
402	This example is Sports	New York, NY (Sports Network) - Major League Soccer, Soccer United Marketing and Adidas agreed to a 10-year partnership that makes Adidas the official sponsor and licensed product supplier for the United States #39; top soccer league.	ENTAILMENT
403	This example is Sports	Tokyo, Japan (Sports Network) - Japan #39;s baseball players have decided to go on strike for the first time in the 70-year history of the sport in that nation.	ENTAILMENT
404	This example is Sports	 TEMPE, Ariz. (Sports Network) - Josh McCown has re-claimed  his role as the Arizona Cardinals' starting quarterback, at  least temporarily.	ENTAILMENT
405	This example is Sports	 PHILADELPHIA (Sports Network) - Southern California and  Oklahoma are still the top teams in the Bowl Championship  Series standings, while Auburn remained third and on the  outside looking in at the national championship game with one  week remaining in the regular season.	ENTAILMENT
406	This example is Sports	Flushing Meadows, NY (Sports Network) - The men #39;s semifinals at the 2004 US Open will be staged on Saturday, with three of the tournament #39;s top-five seeds ready for action at the USTA National Tennis Center.	ENTAILMENT
407	This example is Sports	St. Petersburg, FL (Sports Network) - The threat of Hurricane Jeanne has forced the cancellation of Sunday #39;s game between the Tampa Bay Devil Rays and the Toronto Blue Jays at Tropicana Field.	ENTAILMENT
408	This example is Sports	 Eden Prairie, Minn. (Sports Network) - Minnesota Vikings  starting running back Michael Bennett will miss the team's  season opener against the Dallas Cowboys on September 12 with a  sprained right knee.	ENTAILMENT
409	This example is Sports	Manchester, England (Sports Network) - Gabriel Heinze is expected to finally make his debut for ninth-place Manchester United Saturday as the Red Devils travel to take on surprising Bolton.	ENTAILMENT
410	This example is Sports	 NASHVILLE, Tenn., (Sports Network) - The Tennessee Titans,  who lost kicker Joe Nedney for the season due to a hamstring  injury, have announced that they will bring Gary Anderson out  of retirement for the second time.	ENTAILMENT
411	This example is Sports	 NEW YORK (Sports Network) - Brothers Joey and Stephen  Graham scored 16 points apiece and No. 5 Oklahoma State used a  strong second half performance to beat fourth-ranked Syracuse  74-60 in the second game of the Jimmy V Classic at Madison  Square Garden.	ENTAILMENT
412	This example is Sports	Athens, Greece (Sports Network) - American middleweight Andre Dirrell lost his semifinal bout to Kazakhstan #39;s Gennadiy Golovkin on Friday, missing an opportunity to advance to the gold medal match.	ENTAILMENT
413	This example is Sports	New York, NY (Sports Network) - Former Miami Dolphins running back Ricky Williams will remain retired after declining the NFL #39;s reinstatement offer.	ENTAILMENT
414	This example is Sports	 FLOWERY BRANCH, Ga. (Sports Network) - The Atlanta Falcons  Monday signed Pro Bowl tight end Alge Crumpler to a six-year  contract extension.	ENTAILMENT
415	This example is Sports	Nashville, TN (Sports Network) - The Tennessee Titans, who lost kicker Joe Nedney for the season due to a hamstring injury, have announced that they will bring Gary Anderson out of retirement for the second time.	ENTAILMENT
416	This example is Sports	Cleveland, OH (Sports Network) - Jeff Garcia completed 15-of-24 passes for 180 yards, including a 46-yard touchdown pass to Quincy Morgan, leading Cleveland over Baltimore, 20-3, in the season-opener for both teams at Cleveland Browns Stadium.	ENTAILMENT
417	This example is Sports	Vienna, Austria (Sports Network) - Top seeds David Nalbandian, Nicolas Massu and Rainer Schuettler were all quarterfinal losers Friday at the indoor BA-CA Tennis Trophy.	ENTAILMENT
418	This example is Sports	Flowery Branch, GA (Sports Network) - Atlanta released offensive tackle Bob Whitfield and made seven other moves Sunday to reach the 53-man roster limit.	ENTAILMENT
419	This example is Sports	Nashville, TN (Sports Network) - Chris Brown rushed for 98 yards on eight carries, leading the Tennessee Titans to a 27-7 romp over the Green Bay Packers in the preseason finale for both teams at the Coliseum.	ENTAILMENT
420	This example is Sports	 BATON ROUGE, La. (Sports Network) - LSU has named Les Miles  its new head football coach, replacing Nick Saban.	ENTAILMENT
421	This example is Sports	 CHARLOTTE, North Carolina (Sports Network) - Carolina  Panthers wide receiver Steve Smith underwent successful surgery  on his broken left leg Tuesday and needs at least eight weeks  to rehab.	ENTAILMENT
422	This example is Sports	 HOUSTON (Sports Network) - The Houston Rockets exercised  the fourth-year option on center Yao Ming's contract on  Thursday.	ENTAILMENT
423	This example is Sports	Pebble Beach, CA (Sports Network) - Craig Stadler won for the second consecutive week on the Champions Tour when he captured the First Tee Open at Pebble Beach on Sunday.	ENTAILMENT
424	This example is Sports	Philadelphia, PA (Sports Network) - The Philadelphia Eagles announced Saturday that cornerback Lito Sheppard and defensive tackle Sam Rayburn each signed contract extensions that will keep both players in the fold through the 2011 season.	ENTAILMENT
425	This example is Sports	 BOSTON (Sports Network) - Larry Walker had hits in each of  his first four at-bats, including a homer, helping the St.  Louis Cardinals rally from a five- run deficit to tie the Red  Sox at 7-7 after six innings.	ENTAILMENT
426	This example is Sports	 TORONTO (Sports Network) - Calgary Flames goaltender Miikka  Kiprusoff will receive a huge increase in salary for the  upcoming season after an arbitrator Monday awarded the Vezina  Trophy finalist \$2.95 million.	ENTAILMENT
427	This example is Sports	LOS ANGELES (Sports Network) - Reggie Bush ran for 204 yards and a pair of long touchdowns as No. 1 Southern California edged UCLA, 29-24, in a regular season-ending Pac-10 showdown between cross-town rivals at the Rose Bowl.	ENTAILMENT
428	This example is Sports	Washington, DC (Sports Network) - Professional baseball appears ready to make a return to the nation #39;s capital, as an announcement could come later this week that the Montreal Expos will be relocated to Washington, DC for the 2005 season.	ENTAILMENT
429	This example is Sports	 CINCINNATI (Sports Network) - The Cincinnati Reds announced  at a Tuesday afternoon press conference that they will not be  re-signing veteran shortstop Barry Larkin for 2005.	ENTAILMENT
430	This example is Sports	Bolton, England (Sports Network) - Bolton rewarded coach Sam Allardyce with a new five-year-deal Monday. Allardyce, who has already been with Bolton for five years, turns 50 years old this week.	ENTAILMENT
431	This example is Sports	 IOWA CITY, Iowa (Sports Network) - Drew Tate completed  15-of-24 passes for 186 yards with three touchdowns and three  interceptions to lead No. 17 Iowa over ninth-ranked Wisconsin,  30-7, in the regular season finale for both squads with the Big  Ten championship on the line at Kinnick Stadium.	ENTAILMENT
432	This example is Sports	 PHOENIX (Sports Network) - The Arizona Diamondbacks made a  big splash in the free-agent market on Thursday by signing  third baseman Troy Glaus to a four-year contract.	ENTAILMENT
433	This example is Sports	 PHILADELPHIA (Sports Network) - The Philadelphia Phillies  re-signed righthander Cory Lidle to a two-year deal worth \$6.3  million Tuesday.	ENTAILMENT
434	This example is Sports	Milan, Italy (Sports Network) - Italy coach Marcello Lippi will field an altered team Wednesday in a friendly match against Finland.	ENTAILMENT
435	This example is Sports	Canton, OH (Sports Network) - Former All-Pro quarterbacks Dan Marino and Steve Young, both first-year eligible candidates, head a list of 89 former players, coaches, and contributors who comprise a list of preliminary nominees for enshrinement to the Pro 	ENTAILMENT
436	This example is Sports	 WASHINGTON (Sports Network) - Larry Hughes scored a  game-high 26 points to lead Washington over Atlanta, 104-101,  at the MCI Center.	ENTAILMENT
437	This example is Sports	CBC SPORTS ONLINE - Catcher Doug Mirabelli reportedly is the first of 16 free agents to re-sign with the World Series champion Boston Red Sox.	ENTAILMENT
438	This example is Sports	East Rutherford, NJ (Sports Network) - The New Jersey Nets have signed head coach Lawrence Frank to a multi-year contract extension.	ENTAILMENT
439	This example is Sports	 CHARLOTTE, N.C. (Sports Network) - Texas linebacker Derrick  Johnson was named the Bronco Nagurski Trophy winner Monday. The  award is presented annually to the best defensive player in  college football	ENTAILMENT
440	This example is Sports	 ALAMEDA, Calif. (Sports Network) - Oakland Raiders  quarterback Rich Gannon is expected to be sidelined for at  least six weeks after sustaining fractured vertebrae in his  neck.	ENTAILMENT
441	This example is Sports	 WASHINGTON (Sports Network) - Dwyane Wade continued his hot  start to the 2004-05 campaign with a career-high 37 points, as  the Miami Heat improved to 3-0 on the young season with a  118-106 win over the Washington Wizards.	ENTAILMENT
442	This example is Sports	 DALLAS (Sports Network) - Dirk Nowitzki scored 25 points  and grabbed 10 rebounds as the Dallas Mavericks overcame an  early 17-point deficit for a 101-98 overtime victory against  Golden State at American Airlines Center.	ENTAILMENT
443	This example is Sports	 Jacksonville, Fla. (Sports Network) - The Jacksonville  Jaguars cut another defensive end, this time releasing veteran  Hugh Douglas on Monday.	ENTAILMENT
444	This example is Sports	 NEW YORK (Sports Network) - The New York Jets and  quarterback Chad Pennington are close to a deal that would make  the quarterback the highest- paid player in franchise history.	ENTAILMENT
445	This example is Sports	San Antonio, TX (Sports Network) - Dean Wilson shot a five-under 65 on Friday to move into the lead at the halfway point of the Texas Open.	ENTAILMENT
446	This example is Sports	 ATLANTA (Sports Network) - B.J. Elder poured in a game-high  27 points to lead fourth-ranked Georgia Tech to a convincing  99-68 win over Michigan in the ACC-Big Ten Challenge at  Alexander Memorial Coliseum.	ENTAILMENT
447	This example is Sports	(Sports Network) - The Golden State Warriors lost to the New Orleans Hornets, 98-89, on Wednesday. The Warriors are 1-1 on their current four-game road trip.	ENTAILMENT
448	This example is Sports	INDIANAPOLIS (Sports Network) - Deron Williams and Luther Head scored 20 points apiece, Dee Brown chipped in with 17, and No. 5 Illinois routed 24th- ranked Gonzaga, 89-72, in the John R. Wooden Tradition at Conseco Fieldhouse.	ENTAILMENT
449	This example is Sports	CBC SPORTS ONLINE - Star pitcher Pedro Martinez confirmed on Tuesday that he #39;s leaving the Boston Red Sox to join the New York Mets.	ENTAILMENT
450	This example is Sports	Minneapolis, MN (Sports Network) - The Minnesota Timberwolves tacked on one more game to the suspension of center Michael Olowokandi, who was jailed early Thursday morning for refusing to leave an Indianapolis nightclub.	ENTAILMENT
451	This example is Sports	Cary, NC (Sports Network) - Notre Dame won its second women #39;s soccer title Sunday as it edged UCLA, 4-3 on penalty kicks. The two teams were tied at one after 110 minutes of regulation and two  quot;golden goal quot; overtime periods.	ENTAILMENT
452	This example is Sports	Calgary, AB (Sports Network) - Calgary Flames head coach Darryl Sutter underwent an emergency appendectomy and is expected to make a full recovery.	ENTAILMENT
453	This example is Sports	(Sports Network) - The New York Yankees will try to strengthen their hold on first place in the American league East this evening when they continue their three- game series with the Toronto Blue Jays at Yankee Stadium.	ENTAILMENT
454	This example is Sports	Athens, Greece (Sports Network) - American Rebecca Giddens captured the silver medal today in the Women #39;s K1 kayak singles competition at the Summer Olympics in Athens. 	ENTAILMENT
455	This example is Sports	(Sports Network) - The Houston Astros won a franchise-record 18 straight games at Minute Maid Park to end the season and now will lean on their home crowd on Saturday for Game 3 of their National League Division Series against the Atlanta Braves.	ENTAILMENT
456	This example is Sports	Athens, Greece (Sports Network) - Greek weightlifter Leonidas Sampanis on Sunday was stripped of the bronze medal he won last week and banished from the Athens Games for failing an antidoping test.	ENTAILMENT
457	This example is Sports	 SANTA CLARA, Calif., (Sports Network) - The San Francisco  49ers Tuesday re-signed general manager Terry Donahue to a  multi-year contract. As per team policy, financial terms were  not released, but the deal is a four-year extension and will  run through 2009.	ENTAILMENT
458	This example is Sports	Anaheim, CA (Sports Network) - The Florida Marlins made the signing of right- handed reliever Todd Jones official Monday by announcing a one-year contract.	ENTAILMENT
459	This example is Sports	Foxboro, MA (Sports Network) - The New England Patriots Wednesday signed left tackle Matt Light to a six-year contract extension. As per team policy, financial terms were not released.	ENTAILMENT
