textid	pair	text	label
369	This example is World	Apollo Group is hoping that it can continue to earn the grade in a sector that was once hot for teacher.	ENTAILMENT
370	This example is Business	Businesses don #39;t have to dump Windows to test drive free or low-price applications whose use may improve the bottom line. Sometimes the big software vendors act like their customers are locked into the proprietary products they sell.	ENTAILMENT
371	This example is Sports	Among the many unique things proponents of professional golf like to point out is that the athletes who play the game for pay are different than those who toil in other sports because golf has no guaranteed contracts.	ENTAILMENT
372	This example is Business	he evidence is increasing that revenge in fact brings pleasure. In the latest study, players who were unfairly treated in a game involving money, trust and cooperation got a measurable kick out of punishing their partners.	ENTAILMENT
373	This example is World	NewsFactor - IMlogic, a Waltham, Massachusetts-based firm, has partnered with McAfee, Sybari and AOL to establish an instant message and P2P threat center that will detect the spread of viruses, worms and other malware aimed at these online channels.	ENTAILMENT
374	This example is Sci/Tech	The web will be more interactive and will use tools to mine its vast pool of data, say experts.	ENTAILMENT
375	This example is World	Mozilla blocks those un-requested and annoying  quot;pop-up quot; windows. It also has the ability to open new Web pages in a  quot;tabbed quot; interface, as is common to most Windows-based programs.	ENTAILMENT
376	This example is Sports	AFP - Three generations of a family of Indian origin were abducted and murdered in an elaborate plot to turn a successful import-export company into a drugs front, a court in London was told.	ENTAILMENT
377	This example is World	Online journals, or weblogs, have put together a series of developments which suggest that the search engine is developing new web tools.	ENTAILMENT
378	This example is Sci/Tech	Check out your checking account -- and make sure you have enough money in it before you write any checks from now on.	ENTAILMENT
379	This example is Sci/Tech	Initial offerings of commercially successful companies regularly beat benchmarks of similar stocks over the long term, according to a new study.	ENTAILMENT
380	This example is Sci/Tech	Google announced an agreement Tuesday with Oxford University and some of the leading US research libraries to begin converting their holdings into files that would be freely searchable over the Web.	ENTAILMENT
381	This example is World	Adobe is currently trying to push a new image format standard to solve many of the problems associated with the plethora of camera hardware and the differing formats they use for storing images.	ENTAILMENT
382	This example is World	Amusement park operators have produced volatile results, but this company has stood the test of time.	ENTAILMENT
383	This example is Sports	Canadian Press - KINSHASA, Congo (AP) - U.N. forces and fighters of a tribal militia traded fire Sunday in Congo's lawless northeast Ituri province, wounding at least two U.N. troops, a U.N. spokesman said.	ENTAILMENT
384	This example is Sports	Q. Andy, how do you feel about playing first? Would you like to get it all started right away? ANDY RODDICK: Yeah. Absolutely. Either way I would have beencomfortable with it.	ENTAILMENT
385	This example is Business	The Pantagraph #39;s parent company, Pulitzer Inc., which also owns the Post-Dispatch in St. Louis and 12 other daily newspapers, may be for sale according to a Friday report by the Reuters news service.	ENTAILMENT
386	This example is Sci/Tech	Reuters - Costco Wholesale Corp. , the\largest U.S. warehouse club, posted a 21 percent increase in\quarterly profit on Thursday.	ENTAILMENT
387	This example is Sports	XM Satellite Radio lands 11-year pact to broadcast all major league games starting next season. NEW YORK (Reuters) - XM Satellite Radio announced a \$650 million deal Wednesday with Major League Baseball to broadcast games for 11 years.	ENTAILMENT
388	This example is Sports	RocketInfo Partners with Canadian Press, Helps Nascar\\Rocketinfo Inc., news search engine announced yesterday that it has formed a key reseller alliance with the Canadian Press (CP), one of the top-rated multimedia news agencies in the world. CP plans to expand their media monitoring services by offering clients access to the ...	ENTAILMENT
389	This example is Sports	Canadian Press - WANA, Pakistan (AP) - Pakistani warplanes pummelled a suspected al-Qaida training facility near the border with Afghanistan on Thursday, flattening a vast mud-brick compound and killing at least 50 fighters, the military said.	ENTAILMENT
390	This example is World	Reuters - The following diary of events\leading up to the presidential election on Nov. 2.	ENTAILMENT
391	This example is Sci/Tech	 WASHINGTON (Reuters) - Video games, often maligned as  having little or no redeeming value, are becoming a way for  firefighters, soldiers, currency traders and college  administrators to hone their skills.	ENTAILMENT
392	This example is World	Thumb through the book - then buy a clean copy from Amazon	ENTAILMENT
393	This example is Sci/Tech	For many people, higher education is a ticket to a high-paying job. But what happens when the cost of that same ticket becomes a deterrent for a career that will pay a modest or middle-income salary?	ENTAILMENT
394	This example is Sci/Tech	Newspaper publisher Pulitzer Inc. confirmed on Sunday it hired a financial adviser to help it explore strategic options, including a possible sale of the company.	ENTAILMENT
395	This example is Business	I do a Google vanity search on myself about once a month to get a barometer on how, if at all, readers are reacting to and using my columns.	ENTAILMENT
396	This example is Sci/Tech	Security researchers have warned of a vulnerability in most web browsers that could let scammers launch phishing attacks from pop-up windows on trusted websites.	ENTAILMENT
397	This example is Sports	TORONTO -- Precious few professional athletes leave their sport on their terms. Even fewer depart having won a championship in their final game. Injuries, diminished skills, and burnout can cut short careers.	ENTAILMENT
398	This example is Sci/Tech	Students who download and exchange movies illegally over the Internet may soon face lawsuits and subpoenas similar to those faced by music filesharers.	ENTAILMENT
399	This example is Sci/Tech	Students take note - endless journeys to the library could become a thing of the past thanks to a new multimillion-pound scheme to make classic texts available at the click of a mouse.	ENTAILMENT
400	This example is Sci/Tech	Microsoft has announced that start shipping its next version of its Windows operating system in 2006. However to meet the new tight deadline a number of technical innovations will have to be dropped from the OS.	ENTAILMENT
401	This example is World	Seldom has someone insisted on privacy more while behaving in ways that guaranteed him less. There are places we #39;re not supposed to go, but we #39;re continually being dragged 	ENTAILMENT
402	This example is Sci/Tech	McKinsey says a post-boom tech industry can profit mightily by taking stock in the operations of many slower-growth industries.	ENTAILMENT
403	This example is Sci/Tech	Intel #39;s Itanium gains ground as three vendors roll out new servers based on the processor. By Darrell Dunn. Systems based on Intel #39;s Itanium processor this week will gain ground in the high-performance server 	ENTAILMENT
404	This example is Sci/Tech	AP - In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired.	ENTAILMENT
405	This example is World	The rise in online scams has companies spending hefty sums to educate customers about fraud prevention and to address 'phishing' damage.	ENTAILMENT
406	This example is World	Blog Search Engines\\When searching for blogs or marketing your own blog, one must always take blog search engines and directories into account. Some blog search engines search databases of thousands of blogs, while some search through their own directory listings. If you own a blog, you're going to want to ...	ENTAILMENT
407	This example is Sports	Reuters - One of North Africa's most wanted\Islamic militant leaders, accused in the kidnapping of 32\European tourists last year, has been taken into custody in\Algeria, authorities said on Thursday.	ENTAILMENT
408	This example is World	Apple Computer has unveiled two new versions of its hugely successful iPod: the iPod Photo and the U2 iPod. Apple also has expanded 	ENTAILMENT
409	This example is World	Company offers free replacement screens to owners of 15-inch models that display white spots.	ENTAILMENT
410	This example is Sci/Tech	Illegal lenders are siphoning money from state-owned banks, but they may do more good than harm\	ENTAILMENT
411	This example is Sci/Tech	In a bid to further differentiate itself from open source rivals, Microsoft Tuesday said it will expand its indemnification program to cover the vast majority of its customers.	ENTAILMENT
412	This example is World	Reported profit of \$44 million for third quarter over a loss of \$31 million a year ago and predicts 10 increase in sales for the 4th quarter.	ENTAILMENT
413	This example is Sports	Reuters - At least 23 people were killed in a landslide which hit a mountain village in southwestern China, where the search for missing people has been halted by fears of further slides, state media reported on Saturday.	ENTAILMENT
414	This example is Sci/Tech	"Video game makers are showing new interest in creating games that appeal to women. But women who might design those games are still finding it hard to break into an industry that considers gaming a ""boy thing."""	ENTAILMENT
415	This example is World	Global warming is threatening travel destinations worldwide. What's more, travelers themselves are contributing to it. Find out what you can do about it.	ENTAILMENT
416	This example is Business	Reuters - Jewelry retailer Zale Corp. \said Tuesday its quarterly loss widened as its business took a\hit in the autumn from the string of hurricanes that battered\the U.S. Southeast and Puerto Rico.	ENTAILMENT
417	This example is Sports	The Expos cleared another logistical hurdle in their move to Washington on Friday, announcing an agreement with Ticketmaster to handle ticket sales.	ENTAILMENT
418	This example is Sci/Tech	Software giant unveils apps for companies with limited IT resources.	ENTAILMENT
419	This example is World	Testing has always been a critical part of IT and certainly has become a fundamental component of Linux adoption. One of the most critical core pieces of Linux testing got a significant upgrade this week, courtesy of the Open Source Development Lab ...	ENTAILMENT
420	This example is Sports	And in Week 12, Terrell Owens paused to become just another Eagle contributing to just another victory. No controversy. No ceremony.	ENTAILMENT
421	This example is Sci/Tech	Stanley Works tries to keep growth going by focusing on businesses that keep baddies out.	ENTAILMENT
422	This example is Sci/Tech	A slew of third-quarter earnings reports dominated technology and telecommunications stocks last week. Much of the news was positive, with key players posting impressive earnings growth, but the December quarter outlook remained unclear for some.	ENTAILMENT
423	This example is Sports	I Want My blinkx TV! Television Search Engine\\blinkx today announced the availability of blinkx TV, the first search engine that allows you to search TV across news, sports and entertainment programming. blinkx is the first search engine to make such TV programs fully searchable on demand. Because blinkx captures and ...	ENTAILMENT
424	This example is World	The United States trade deficit shrank to \$51.6 billion in September, as exports posted their best month on record. In another report, new claims for jobless 	ENTAILMENT
425	This example is Sci/Tech	Game Stop employee Lisa Hargreaves pulls out a stack of games for waiting customers at the University Mall in Davis Calif., at the stroke of midnight Nov. 9, 2004, as fans lined up to get first crack at the \$50 sequel from Microsoft Corp.	ENTAILMENT
426	This example is Sci/Tech	Google generated most of its revenue -- \$411.7 million -- through text-based ads displayed on company-owned sites. That #39;s an important factor, because Google doesn #39;t have to share the money with other advertising partners.	ENTAILMENT
427	This example is Sci/Tech	"New version of Media Center and accompanying ""extenders"" will make TV shows recorded on a PC available all over the house."	ENTAILMENT
428	This example is Sci/Tech	Researching things on the web is an essential part of everyday business - but too often books and other printed sources get left behind.	ENTAILMENT
429	This example is Sci/Tech	The company reported strong fiscal second-quarter results and positive trends seem likely to continue to drive healthy growth.	ENTAILMENT
430	This example is Sci/Tech	There's yet another hostile takeover in the tech sector's works.	ENTAILMENT
431	This example is World	com October 4, 2004, 11:57 AM PT. Twentieth Century Fox has joined a group developing one of two formats being promoted as a next-generation DVD technology.	ENTAILMENT
432	This example is World	The new transfer policy for inter-registrar domain names went into effect on Friday, the Internet Corporation for Assigned Names and Numbers (ICANN) said.	ENTAILMENT
433	This example is Sci/Tech	Trust with hardware vendors for open source systems is becoming a one-way street, where in exchange for support they offer a closed source binary solution with no provision to audit security.	ENTAILMENT
434	This example is Business	If your knee-jerk reaction to a negative opinion is to attack the source, your chance of investing success is reduced.	ENTAILMENT
435	This example is Sci/Tech	MOSCOW Russia #39;s Justice Ministry will sell off some of the assets of a subsidiary of the oil giant Yukos. That #39;s according to a statement carried by the Interfax news agency.	ENTAILMENT
436	This example is World	By the end of the century one in 10 species of birds in the world will be extinct and a further 15 percent will be on the brink of extinction.	ENTAILMENT
437	This example is Sci/Tech	Microsoft will provide advanced notice to customers of upcoming patches, including what software and products will be affected, in an effort to allow customers to prepare and pre-roll patches instead of having to try and deal with issues after patches are 	ENTAILMENT
438	This example is Business	The Motley Fool - In 2005, a little-known change in the tax law will let more people, primarily older and wealthier retirees, take advantage of moving funds from their traditional IRA to a Roth IRA.	ENTAILMENT
439	This example is Sports	&lt;strong&gt;Site offer&lt;/strong&gt; Save 30 on thousands of other great titles	ENTAILMENT
440	This example is Sci/Tech	Two new products are designed to make it easier for businesses to connect storage computers across long distances.	ENTAILMENT
441	This example is Sci/Tech	The mobile developer disbands the unit that developed the short-range wireless technology used in some cell phones and notebook PCs.	ENTAILMENT
442	This example is Sci/Tech	Yahoo and Adobe have formed a partnership to attempt to keep pace with Google and Microsoft in the search arena. Under the deal, Adobe is adding a toolbar to its Acrobat software that will link to various 	ENTAILMENT
443	This example is World	Custom-designed imported furniture was once an exclusive realm. Now, it's the economical alternative for commercial developers and designers needing everything from seats to beds to desks for their projects.	ENTAILMENT
444	This example is World	Reuters - Online music company eMusic on\Tuesday said it was revamping its service to provide commentary\and reviews to complement its catalog of more than 500,000\tracks from independent labels.	ENTAILMENT
445	This example is World	Priced at \$249.99, it can play MP3, WMA and WAV-encoded music files.	ENTAILMENT
446	This example is Sci/Tech	 quot;We have only received one submission from the field, but the technical aspects of this are concerning. It has all the components there to become a significant 	ENTAILMENT
447	This example is World	In its latest quarterly survey, the staffing firm Manpower contacted 16,000 US companies, and about 25 percent of them said they expect to have more openings in the first three months of the new year.	ENTAILMENT
448	This example is Sci/Tech	A start-up began offering a technology Wednesday that can spoof a caller ID number, potentially opening the door to telemarketing calls that seem to be coming from a relative or a different company.	ENTAILMENT
449	This example is World	New guidelines to bring order to the global Internet domain name market and enhance the flow of electronic commerce came into effect on Friday.	ENTAILMENT
450	This example is Sci/Tech	The Mountain View company unveiled the free technology Thursday that allows users to simultaneously scan the Web and their computer hard drives for documents, e-mail, instant messages and the sites they #39;ve visited in the past.	ENTAILMENT
451	This example is Sci/Tech	Sales were lower than expected, and the quality of earnings is in question.	ENTAILMENT
452	This example is Sci/Tech	A screensaver targeting spam-related websites could help drive spammers out of business.	ENTAILMENT
453	This example is World	The world's second-largest economy is finally adding jobs and fostering consumer spending, but economists wonder how long the upward swing will last.	ENTAILMENT
454	This example is Sci/Tech	The Information Technology Association of America (ITAA) survey says that the high-tech job market showed a modest 2 percent increase in the first quarter of 2004, but that the market is expected to shrink over the rest of the year.	ENTAILMENT
455	This example is Sci/Tech	Early this month, several Web sites began offering software promising ringtones and screensavers for certain cell phones. But those who downloaded the software found that it turned every icon 	ENTAILMENT
456	This example is Business	\\When we first met it was love at first sight!  I loved that you were so open\minded about my geeky friends who had patches that I needed.  You were a breath\of fresh air and and made my development life so simple.\\For the longest time we had a great love affair.  I remember my first anoncvs\patch I generated with your help and I was hooked.  I remember the first time\you sent me a diff against my own repository from another developer.  What a\sweet gesture!  You were so kind.\\Since then though you've started to let me down.  What happened to you?  In your\old age you've become confused when I've tried to share you with others.  You\often can't make up your mind when I try to branch and mer ...\\	ENTAILMENT
457	This example is Sports	Pennies make the difference as the teams sell products on a shopping channel.	ENTAILMENT
458	This example is Sci/Tech	OVER FIVE million websites have been built in the last five months, according to the latest Netcraft survey. This means that there are more than 55 million active sites on the Interweb.	ENTAILMENT
459	This example is Sci/Tech	For the millions of  people who cannot afford high-speed Internet access, some local officials think they've hit on the answer: Build government-owned networks to provide service at rates below what big telecommunications companies charge.	ENTAILMENT
460	This example is Sports	Sprint and SBC Communications Friday announced a two-way roaming deal that will enable the customers of each vendor to access the hotspots run by the other.	ENTAILMENT
461	This example is Sci/Tech	Addition of high-end graphics to computers based on open-source platform helps company go beyond its proprietary products.	ENTAILMENT
462	This example is Sci/Tech	Google Inc. made a much anticipated move toward what many consider the newest frontier in the digital information search sector by announcing Thursday it is offering a test version of an application designed to let users search for information stored on their desktop computers.	ENTAILMENT
463	This example is Sports	SINCE the United States started taking part in the Olympic Games 4x100m relay in 1920, they have been disqualified three times and lost only once - to Canada in 1996.	ENTAILMENT
464	This example is Sci/Tech	Reuters - Nearly half of video game players\watched less television last year or plan to cut their viewing\time this year, according to a report issued on Thursday that\lends credence to industry fears that young men are switching\off the tube.	ENTAILMENT
465	This example is World	A weak dollar should be good for U.S. exports. But it's already causing pain overseas, and in the long run it could drive up the cost of living at home	ENTAILMENT
466	This example is Sci/Tech	"By Amanda Gardner, HealthDay Reporter    HealthDayNews -- Teenagers who view sexual content on television, even if it only involves characters talking about sex, are twice as likely to start having intercourse in the ensuing year compared with peers who do not watch such content.    Sexual content on TV was also more likely to hasten adolescents' movement from one ""base"" to another, in other words, from kissing to breast fondling to genital touching and on to oral sex, new research found..."	ENTAILMENT
467	This example is Sports	Sneaker makers are selling a new wave of technologically advanced athletic shoes, in hopes of bringing back the age of the \$100-plus sneaker.	ENTAILMENT
468	This example is Sci/Tech	Many plants can naturally clean chemically contaminated soil and groundwater. Researchers are now helping them do a quicker, better job of rehabbing polluted sites.	ENTAILMENT
469	This example is Sci/Tech	Raytheon Co. said it plans to increase its dividend and repurchase \$700 million in shares. The Waltham-based aerospace and defense giant increased its annual dividend 10 percent to 88 cents a share from 80 cents, starting with the first quarter of 2005. Raytheon said its board also authorized \$700 million in share repurchases, which it expects to complete over 18 ...	ENTAILMENT
470	This example is World	Hewlett-Packard(HP) plans to spend \$200 million over the next six months on staff reductions, the company said Tuesday in a regulatory filing. It did not specify in the filing which business areas the staffing cuts would affect.	ENTAILMENT
471	This example is World	As people will remind you, it's the season to give -- and so we're in a giving mood for Week 12. Four choices, four favorites selected, four different scenarios.	ENTAILMENT
472	This example is Sports	ugar-sweetened soft drinks pack plenty of calories, but drinking them does little to make a person feel full. That may explain why a study has found that women who drink a lot of sugary beverages stand a higher chance of gaining weight.	ENTAILMENT
473	This example is Sci/Tech	Opportunities for effective, inexpensive search marketing are abundant when you and 'think outside the (Big Search) box' and look to vertical or specialized content sites. 	ENTAILMENT
474	This example is Sci/Tech	Canadian Press - MOSCOW (CP) - A Canadian reported killed in Chechnya was described by Russian defence officials Friday as an explosives expert who was among a group of insurgents involved in fighting there.	ENTAILMENT
475	This example is Business	Both employers and prospective employees are finding that blogging can be useful in the job search process.	ENTAILMENT
476	This example is World	Crude oil rose slightly on Friday to \$47.57 per barrel compared to yesterday fall on expectations for inventories to be lifted. December crude oil was at \$47.	ENTAILMENT
477	This example is Sports	The terms were simple enough. Be the first to fly three people or the equivalent weight 62 miles high. Do it a second time within two weeks.	ENTAILMENT
478	This example is World	After registering music and copyright information in Snocap #39;s database, labels and artists can manage online distribution through Snocap #39;s copyright management system, which lets them set rules for each track on a global basis.	ENTAILMENT
479	This example is Sci/Tech	IBM today announced new virtual resources to help business partners more quickly build and deploy on demand business applications tailored to meet customer requirements across all vertical industries.	ENTAILMENT
480	This example is Business	Analysis Over the past few years, CRM implementations have come in for much criticism, especially in the elusive area of ROI. This has caused many companies to re-evaluate their technology implementations 	ENTAILMENT
481	This example is Business	"Reuters - Trendsetter Martha Stewart\reported to a minimum-security prison known as ""Camp Cupcake""\on Friday to serve a five-month sentence for a suspicious sale\of stock, U.S. prison officials said."	ENTAILMENT
482	This example is Business	CAPE CANAVERAL, Fla. -- No storm in history has done more damage to the Kennedy Space Center than Hurricane Frances did. Officials at the Florida facility said the storm tore about 1,000 exterior panels from the Vehicle Assembly Building.	ENTAILMENT
483	This example is World	On 19 October 2004, Microsoft announced that its software licensed on a per-processor basis will continue to be licensed on that basis when installed on hardware that contains dual-core and multicore processors.	ENTAILMENT
484	This example is Sports	AFP - The death toll from a devastating coal mine gas explosion in central China's Henan province rose to 77 as rescuers continued to search for any survivors, state media reported.	ENTAILMENT
485	This example is Business	COPENHAGEN - Microsoft Corp. wrapped up its IT Forum in Copenhagen this week by singing the praises of new management tools that are part of a long-term vision for reducing IT complexity. But behind its more vocal announcements there emerged another significant tune, one that suggested that the software maker will have to be more willing to play with platforms from other companies in order to deliver its new strategy.	ENTAILMENT
486	This example is Sports	Only the nave or willfully ignorant seem not to understand that drug use has been widespread for many years in elite sport.	ENTAILMENT
487	This example is Sports	Matt Kenseth was becoming irritated as he leaned against the inside wall of his hauler. Cant we talk about something else? he asked.	ENTAILMENT
488	This example is Sci/Tech	The companies want to create more consistent platforms that can be used with any handset.	ENTAILMENT
489	This example is Sci/Tech	Microsoft Corp. has quietly begun giving some of its largest customers early warning of security problems with its products. Under the free program, some customers get three business 	ENTAILMENT
490	This example is Business	The areas of the brain involved in learning fears have been known, but new research now identifies the areas involved in extinguishing those fears. The amygdala is a key in both learning and unlearning fears. 	ENTAILMENT
491	This example is World	One in 10 of all bird species is likely to disappear by the end of the century, according to a study published today. A further 15 per cent of birds could be on the brink 	ENTAILMENT
492	This example is Sci/Tech	The market is still down from its March 2000 peak. Here's how to protect your assets from further drops.	ENTAILMENT
493	This example is Sports	Women may be able to have unfertilised eggs routinely frozen during fertility treatment rather than just embryos after research.	ENTAILMENT
494	This example is World	On-line customization was a slow starter in the 1990's. But as technology has improved, so has the variety.	ENTAILMENT
495	This example is Sports	The presidential race is being played out in several new video and online games.	ENTAILMENT
496	This example is World	Earliest adopters of updated program should download again to ensure full security.	ENTAILMENT
497	This example is Sci/Tech	Companies will demonstrate how their technology will work together.	ENTAILMENT
498	This example is World	Resellers are accused of selling products with fake Certificate of Authenticity labels.	ENTAILMENT
499	This example is Business	There #39;s something to be said for being the  quot;first mover quot; in an industry trend. Those years of extra experience in tinkering with a new idea can be invaluable in helping the first 	ENTAILMENT
500	This example is World	Four US movie studios have announced their intention to release next-generation DVDs in the Toshiba-backed HD DVD format, the technology firm announced on Monday.	ENTAILMENT
501	This example is Business	The list of drugs include Meridia - a weight loss drug. Crestor- for reducing cholesterol. Accutane- an acne drug. Bextra- a painkiller.	ENTAILMENT
502	This example is Sports	The conventional wisdom dictates that repeating as NBA champs is an extremely difficult undertaking. And so it is. However, in the past seventeen seasons, only one NBA titlist did NOT accomplish consecutive 	ENTAILMENT
503	This example is Business	The new tax act adds some complications to contribution requirements.	ENTAILMENT
504	This example is Sci/Tech	US scientists have found a way to indentify exactly which desktop printer produced which document.	ENTAILMENT
505	This example is World	Is the market really overvalued? ALL of it?!? There are 6,000-plus listed companies -- at least one is a bargain.	ENTAILMENT
506	This example is Sci/Tech	NewsFactor - Korean-based Samsung Electronics announced Wednesday that it will sell a new multifunction mobile phone, the SCH-S250, equipped with a 5-megapixel digital camera. The new phone will be available to Korean customers later this month.	ENTAILMENT
507	This example is Sci/Tech	A recording industry trade group said Thursday that it has filed another wave of lawsuits against 754 people it suspects of distributing songs over the Internet without permission.	ENTAILMENT
508	This example is Sci/Tech	The companies plan to share security features to help customers protect their networks from worms and viruses.	ENTAILMENT
509	This example is Sci/Tech	The new platform is designed to help companies speed the deployment of smart-tag systems and cut the costs of managing both hardware and software components from several suppliers.	ENTAILMENT
510	This example is Sci/Tech	Television networks have worked hard in the last two years to strike their own product placement deals, closing the gap with the movies.	ENTAILMENT
511	This example is Sci/Tech	Researchers are devising new (and hopefully better) ways to interact with Tablet PC's and other pen-based computers.	ENTAILMENT
512	This example is Sci/Tech	The company has cut up to 25 percent off the price of two of its liquid-crystal display TV models.	ENTAILMENT
513	This example is Sci/Tech	" SAN FRANCISCO (Reuters) - Texas Instruments Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TXN.N target=/stocks/quickinfo/fullquote""&gt;TXN.N&lt;/A&gt;,  the largest maker of chips for cell phones, trimmed its  third-quarter revenue outlook on Wednesday as customers worked  off inventories of unsold chips, making it the second major  chip supplier to pare third-quarter expectations."	ENTAILMENT
514	This example is World	A majority of people worldwide say corruption among government and business elites is a grave problem, and about 10 percent say that they or a member of their household paid a bribe in the previous year, according to a new global opinion poll.	ENTAILMENT
515	This example is Sci/Tech	washingtonpost.com - Nextel Communications Inc. and Sprint Corp. reached a tentative agreement to merge, a deal that would create the nation's third-biggest mobile-phone company and could bring significant changes to Nextel's Reston headquarters.	ENTAILMENT
516	This example is Sci/Tech	Search marketing in the travel industry is brutally competitive, with intense jockeying between travel agencies, affiliates, wholesalers and travel products companies themselves vying for top positioning. What's the most effective approach to search marketing in this cutthroat environment?	ENTAILMENT
517	This example is Sports	USATODAY.com - More college campuses are adopting deeply discounted - and legal - digital music as the latest amenity for students. Several top schools began offering these services in September, either free or highly subsidized.	ENTAILMENT
518	This example is Sports	MARION JONES will be able to keep the three gold and two bronze medals she won at the Sydney 2000 Olympics even if it is proved she was taking banned drugs at the time.	ENTAILMENT
519	This example is Sci/Tech	Though not nearly as entertaining, it continues the theme that machines can hold power over humans, even when the people are fighting to regain control.	ENTAILMENT
520	This example is Business	a special layer of software designed to let people enjoy their digital photos, music and videos from across the room -- has to rank as one 	ENTAILMENT
521	This example is Sci/Tech	The absolute price of oil has reached a new high. The growth     of the economies in China, India and the rest of Asia are increasing the demand     for oil. There are production problems in Venezuela (strikes and sabotage), Norway (strikes), Nigeria (civil war), Iraq (sabotage) and Russia (internal politics). Hurricane Ivan and other hurricanes this year disrupted     production in the Gulf of Mexico and transportation of oil in the Atlantic.     In the next decade Eastern Europe will also require more oil to feed its growing economies. The price of crude oil has led to     prices of above \$55 a barrel and lifted heating oil to a record and     natural gas to a 20-month high. Though prices may eventually fall a bit, they are likely to remain higher than we were once     accustomed.    However, all is not gloom and doom.	ENTAILMENT
522	This example is Business	Middle East News, Three Palestinian fighters were injured in an Israeli missile strike on their car in the southern Gaza Strip, witnesses and medics said on Thursday.	ENTAILMENT
523	This example is World	"Reuters - TiVo Inc., maker of television\recording technology, on Monday said it has started shipping\""TiVoToGo,"" a service upgrade that allows some subscribers to\view recorded programs on a computer or laptop."	ENTAILMENT
524	This example is Business	Reuters - Office Depot Inc.  on Wednesday\unveiled plans to muscle in on rival Staple Inc.'s turf to\boost sales and stem a fall in market share in the increasingly\cutthroat office supply business.	ENTAILMENT
525	This example is Sci/Tech	These games aren't the best, nor are they the prettiest.  nbsp;Instead, these are the games I played with my friends - the games let us kick the ever-loving-crap out of each other in increasingly fascinating ways.  nbsp;These are the most original head-to-head sleeper hits on the Sony Playstation. Just some fun stuff you might've missed the first time around.	ENTAILMENT
526	This example is Sci/Tech	Microsoft has issued a patch to fix the security flaw, and urges its customers to use a new utility to locate the computer applications that are vulnerable.	ENTAILMENT
527	This example is World	Spyware, an amorphous class of software that mostly gets onto computers without their users knowledge, has become epidemic in the past year as people spend more time online and spyware developers get more aggressive.	ENTAILMENT
528	This example is Sci/Tech	Online music company eMusic on Tuesday said it was revamping its service to provide commentary and reviews to complement its catalog of more than 500,000 tracks from independent labels.	ENTAILMENT
529	This example is Sci/Tech	For some workers, businesses and organizations, the spike in energy prices -- for gas, diesel fuel or heating oil -- is changing the way they live, work and think about the future.	ENTAILMENT
530	This example is Sports	HAMPTON, Ga. -- Ryan Newman won his fourth straight pole position at Atlanta Motor Speedway on Friday during Georgia-Pacific Qualifying Night.	ENTAILMENT
531	This example is Sci/Tech	Macromedia promises to speed development of Internet applications with a new tool for its Flex platform. With Flex, enterprises can add interfaces to strategic applications, including visual 	ENTAILMENT
532	This example is Business	TEENAGE boxing sensation Amir Khan kissed his Olympic silver medal - and vowed to grab a gold in four years. The 17-year-old lightweight star said he would resist the big-money offers and stay amateur.	ENTAILMENT
533	This example is Business	Vulnerability could allow an attacker to gain complete control of a system.	ENTAILMENT
534	This example is Sports	Foxboro, Mass. - Every week the New England Patriots seem to offer their fatalistic following some reason to despair -  quot;We don #39;t have any wide receivers!	ENTAILMENT
535	This example is Sports	Here is what we know about the Jets: They have done everything that they have had to do so far. Every opponent put in front of them has been defeated.	ENTAILMENT
536	This example is World	Future DVDs could hold about one hundred times the capacity that current discs can hold. That would mean about 472 hours of film on one disc the size of a current DVD disc.	ENTAILMENT
537	This example is World	The first images crafted to contain a malicious program that can take control of a PC have been found on the net. Security experts have been expecting such images to turn up after Microsoft revealed a weakness 	ENTAILMENT
538	This example is Sci/Tech	FCC clears the way for more companies to offer the alternative form of Net access.	ENTAILMENT
539	This example is Sports	Reuters - An accident at an underground munitions\depot or a weapons factory was the likely cause of a huge\explosion in North Korea last week, and there were possibly two\blasts, South Korean media reports said on Monday.	ENTAILMENT
540	This example is Sci/Tech	As millions buy increasingly powerful cell phones, many companies are racing to develop video games to take advantage of the newfound portability. The newest twist is multiplayer: You can face real people in space battles or fishing tournaments.	ENTAILMENT
541	This example is Sports	"AP - The luminous gaze of revolutionary icon Ernesto ""Che"" Guevara is almost a constant presence in communist Cuba, his dark eyes staring out from beneath a black beret on office walls and pro-government billboards."	ENTAILMENT
542	This example is Sci/Tech	After centuries of guesswork, architects have a high-tech way to hear the acoustics of buildings they haven't yet built.	ENTAILMENT
543	This example is World	NewsFactor - Japan's NTT DoCoMo (NYSE: DCM) has launched a Wi-Fi/cellular phone that telecom industry analysts say is the first of its kind.	ENTAILMENT
544	This example is Sports	"Vodafone will primarily target the under-35's, a group which it characterized as the ""young, active, fun"" market."	ENTAILMENT
545	This example is World	Business demand for PCs will result in higher than anticipated growth of the sector for the second half of the year. Analyst IDC has revised its predictions having witnessed strong commercial demand for PCs 	ENTAILMENT
546	This example is Sci/Tech	One Sun innovation is how on-screen keyboard buttons can include drop-down menu items specific to a given application or function.	ENTAILMENT
547	This example is Business	As job growth has picked up in many areas of the country, employment has continued to falter in some crucial battleground states.	ENTAILMENT
